,Area,lat,lon,walk score,transit score
150,Hampton Police Dept,37.05427531,-76.36510071,2.0,0.0
151,Hampton Police Dept,37.01982214,-76.36449479,53.0,35.0
152,Hampton Police Dept,37.05680681,-76.38104328,19.0,25.0
153,Hampton Police Dept,37.04530645,-76.39945846,50.0,33.0
154,Hampton Police Dept,37.03742104,-76.33301689,16.0,33.0
155,Hampton Police Dept,37.02733654,-76.37814665,15.0,29.0
156,Hampton Police Dept,37.03465913,-76.34424682,20.0,46.0
157,Hampton Police Dept,37.06339898,-76.35459665,6.0,21.0
158,Hampton Police Dept,37.04069786,-76.35121587,67.0,30.0
159,Hampton Police Dept,37.0556361,-76.38030513,15.0,24.0
160,Hampton Police Dept,37.06989525,-76.36910863,25.0,18.0
161,Hampton Police Dept,37.03632297,-76.35482308,45.0,42.0
162,Hampton Police Dept,37.02093801,-76.37167324,40.0,33.0
163,Hampton Police Dept,37.03590995,-76.37343759,24.0,34.0
164,Hampton Police Dept,37.02670321,-76.3737184,27.0,31.0
165,Hampton Police Dept,37.05553178,-76.34484026,40.0,22.0
166,Hampton Police Dept,37.04600019,-76.3826198,64.0,33.0
167,Hampton Police Dept,37.02859865,-76.38862596,16.0,32.0
168,Hampton Police Dept,37.03563898,-76.37590169,21.0,33.0
169,Hampton Police Dept,37.05407816,-76.35894575,6.0,17.0
170,Hampton Police Dept,37.03064142,-76.37041079,9.0,36.0
171,Hampton Police Dept,37.03651024,-76.37600978,23.0,34.0
172,Hampton Police Dept,37.02459116,-76.38311235,13.0,28.0
173,Hampton Police Dept,37.05950053,-76.34298581,25.0,22.0
174,Hampton Police Dept,37.03123993,-76.34534642,65.0,48.0
175,Hampton Police Dept,37.07512713,-76.37164193,23.0,19.0
176,Hampton Police Dept,37.0693624,-76.36657463,24.0,20.0
177,Hampton Police Dept,37.05425044,-76.39397125,37.0,32.0
178,Hampton Police Dept,37.02771173,-76.37389465,20.0,31.0
179,Hampton Police Dept,37.03874778,-76.38054587,41.0,34.0
180,Hampton Police Dept,37.07288905,-76.37806064,9.0,21.0
181,Hampton Police Dept,37.07414243,-76.37971953,14.0,21.0
182,Hampton Police Dept,37.07024796,-76.35261164,8.0,22.0
183,Hampton Police Dept,37.03769186,-76.37183231,32.0,33.0
184,Hampton Police Dept,37.06836524,-76.37111647,5.0,17.0
185,Hampton Police Dept,37.03628664,-76.39513246,41.0,34.0
186,Hampton Police Dept,37.06460854,-76.35268182,11.0,22.0
187,Hampton Police Dept,37.05047184,-76.34823489,55.0,28.0
188,Hampton Police Dept,37.04722161,-76.34479217,49.0,29.0
189,Hampton Police Dept,37.02866666,-76.37182822,17.0,31.0
190,Hampton Police Dept,37.06606168,-76.35790077,20.0,19.0
191,Hampton Police Dept,37.02343188,-76.38016512,20.0,28.0
192,Hampton Police Dept,37.0328814,-76.38228413,24.0,34.0
193,Hampton Police Dept,37.03556681,-76.3737388,16.0,34.0
194,Hampton Police Dept,37.03149645,-76.35713476,43.0,43.0
195,Hampton Police Dept,37.04590361,-76.33279682,7.0,21.0
196,Hampton Police Dept,37.07269456,-76.36176313,44.0,21.0
197,Hampton Police Dept,37.04083920000001,-76.38936933,58.0,34.0
198,Hampton Police Dept,37.04324025,-76.33709496,28.0,24.0
199,Hampton Police Dept,37.03328782,-76.35520999,40.0,44.0
200,Henrico County Police Dept,37.62264726,-77.55523391,3.0,
201,Henrico County Police Dept,37.62638204,-77.54737317,43.0,
202,Henrico County Police Dept,37.64950757,-77.55205574,6.0,
203,Henrico County Police Dept,37.63780641,-77.565585,52.0,
204,Henrico County Police Dept,37.66070873,-77.5650863,17.0,
205,Henrico County Police Dept,37.62577929,-77.53683273,60.0,
206,Henrico County Police Dept,37.62545172,-77.55357522,39.0,
207,Henrico County Police Dept,37.631096299999996,-77.58334719,19.0,
208,Henrico County Police Dept,37.63239973,-77.56284026,11.0,
209,Henrico County Police Dept,37.62679812,-77.52719671,68.0,
210,Henrico County Police Dept,37.64889636,-77.54169791,18.0,
211,Henrico County Police Dept,37.65393768,-77.55102663,8.0,
212,Henrico County Police Dept,37.63374106,-77.56091592,37.0,
213,Henrico County Police Dept,37.63595439,-77.58369838,38.0,
214,Henrico County Police Dept,37.66074816,-77.54589941,12.0,
215,Henrico County Police Dept,37.64029946,-77.55302909,49.0,
216,Henrico County Police Dept,37.62289067,-77.58675108,7.0,
217,Henrico County Police Dept,37.63235312,-77.56507886,20.0,
218,Henrico County Police Dept,37.6395275,-77.52195447,20.0,
219,Henrico County Police Dept,37.64658173,-77.5736602,50.0,
220,Henrico County Police Dept,37.62344973,-77.57798074,20.0,
221,Henrico County Police Dept,37.65336389,-77.58081351,31.0,
222,Henrico County Police Dept,37.63174364,-77.5266613,7.0,
223,Henrico County Police Dept,37.62210019,-77.5519375,10.0,
224,Henrico County Police Dept,37.63404136,-77.52645687,44.0,
225,Henrico County Police Dept,37.62688032,-77.53142937,75.0,
226,Henrico County Police Dept,37.63155366,-77.57533586,30.0,
227,Henrico County Police Dept,37.62709723,-77.55663198,36.0,
228,Henrico County Police Dept,37.61339108,-77.5781614,20.0,
229,Henrico County Police Dept,37.62552291,-77.55728764,25.0,
230,Henrico County Police Dept,37.63462717,-77.54190255,58.0,
231,Henrico County Police Dept,37.635452799999996,-77.54949441,66.0,
232,Henrico County Police Dept,37.64307687,-77.53130272,6.0,
233,Henrico County Police Dept,37.62414103,-77.57357815,23.0,
234,Henrico County Police Dept,37.66480363,-77.55893533,12.0,
235,Henrico County Police Dept,37.62841651,-77.55542583,41.0,
236,Henrico County Police Dept,37.60828453,-77.5517509,27.0,
237,Henrico County Police Dept,37.64625419,-77.53807898,15.0,
238,Henrico County Police Dept,37.62915145,-77.52811474,65.0,
239,Henrico County Police Dept,37.64761449,-77.52587896,22.0,
240,Henrico County Police Dept,37.64380005,-77.5691108,63.0,
241,Henrico County Police Dept,37.65366229999999,-77.57521716,26.0,
242,Henrico County Police Dept,37.63581917,-77.56951136,20.0,
243,Henrico County Police Dept,37.66211374,-77.56156492,16.0,
244,Henrico County Police Dept,37.66042637,-77.54526301,12.0,
245,Henrico County Police Dept,37.64252363,-77.55485737,49.0,
246,Henrico County Police Dept,37.6314137,-77.52746147,55.0,
247,Henrico County Police Dept,37.64050585,-77.54652075,55.0,
248,Henrico County Police Dept,37.63730501,-77.59052844,43.0,
249,Henrico County Police Dept,37.63524168,-77.59342026,29.0,
250,Henrico County Police Dept,37.46783224,-77.28932514,0.0,
251,Henrico County Police Dept,37.47526664,-77.28041893,0.0,
252,Henrico County Police Dept,37.49212408,-77.30736876,0.0,
253,Henrico County Police Dept,37.49095701,-77.31577528,0.0,
254,Henrico County Police Dept,37.44743705,-77.29550132,5.0,
255,Henrico County Police Dept,37.46738115,-77.33235450000001,10.0,
256,Henrico County Police Dept,37.4494203,-77.28642403,1.0,
257,Henrico County Police Dept,37.46091541,-77.30761271,2.0,
258,Henrico County Police Dept,37.49679991,-77.28839969,0.0,
259,Henrico County Police Dept,37.49122316,-77.31387601,0.0,
260,Henrico County Police Dept,37.47407727,-77.33716379,6.0,
261,Henrico County Police Dept,37.47016114,-77.30963273,4.0,
262,Henrico County Police Dept,37.48572388,-77.2928579,0.0,
263,Henrico County Police Dept,37.45797125,-77.32368779,3.0,
264,Henrico County Police Dept,37.48677485,-77.27822868,0.0,
265,Henrico County Police Dept,37.48504788,-77.30380588,0.0,
266,Henrico County Police Dept,37.49423871,-77.30941936,0.0,
267,Henrico County Police Dept,37.48020541,-77.28485206,0.0,
268,Henrico County Police Dept,37.46397332,-77.27040911,0.0,
269,Henrico County Police Dept,37.46696946,-77.26925804,0.0,
270,Henrico County Police Dept,37.46873259,-77.27122601,0.0,
271,Henrico County Police Dept,37.47472478,-77.28699195,0.0,
272,Henrico County Police Dept,37.49254562,-77.32232742,0.0,
273,Henrico County Police Dept,37.45846258,-77.31092399,4.0,
274,Henrico County Police Dept,37.46552116,-77.27486174,0.0,
275,Henrico County Police Dept,37.46827988,-77.27127591,0.0,
276,Henrico County Police Dept,37.48894002,-77.30007167,0.0,
277,Henrico County Police Dept,37.49238357,-77.28084497,0.0,
278,Henrico County Police Dept,37.49200673,-77.28231337,0.0,
279,Henrico County Police Dept,37.44964241,-77.28538086,1.0,
280,Henrico County Police Dept,37.47661361,-77.32010759,3.0,
281,Henrico County Police Dept,37.47321231,-77.27024033,0.0,
282,Henrico County Police Dept,37.49968029,-77.31249670000001,2.0,
283,Henrico County Police Dept,37.44902211,-77.29993983,9.0,
284,Henrico County Police Dept,37.46826715,-77.33311540000001,8.0,
285,Henrico County Police Dept,37.45031588,-77.28730127,3.0,
286,Henrico County Police Dept,37.48508246,-77.3013952,0.0,
287,Henrico County Police Dept,37.45852147,-77.2920365,1.0,
288,Henrico County Police Dept,37.48778152,-77.31829425,0.0,
289,Henrico County Police Dept,37.49968978,-77.29285335,0.0,
290,Henrico County Police Dept,37.46838826,-77.29508997,0.0,
291,Henrico County Police Dept,37.48669725,-77.28924176,0.0,
292,Henrico County Police Dept,37.464684399999996,-77.30056143,2.0,
293,Henrico County Police Dept,37.48315393,-77.29414061,0.0,
294,Henrico County Police Dept,37.46339005,-77.28099526,0.0,
295,Henrico County Police Dept,37.47766558,-77.29146974,0.0,
296,Henrico County Police Dept,37.47202622,-77.26694499,0.0,
297,Henrico County Police Dept,37.50000637,-77.3094776,1.0,
298,Henrico County Police Dept,37.49436948,-77.30336896,0.0,
299,Henrico County Police Dept,37.48870443,-77.31624538,0.0,
300,Loudoun County Sheriff Office,39.1366279,-77.51087973,0.0,
301,Loudoun County Sheriff Office,39.12974255,-77.60433459999999,0.0,
302,Loudoun County Sheriff Office,39.18294587,-77.73601098,0.0,
303,Loudoun County Sheriff Office,39.1159355,-77.47560532,0.0,
304,Loudoun County Sheriff Office,39.18512468,-77.79977794,0.0,
305,Loudoun County Sheriff Office,39.13128797,-77.82727183,3.0,
306,Loudoun County Sheriff Office,39.13586541,-77.56248666,3.0,
307,Loudoun County Sheriff Office,39.09392859,-77.51297508,19.0,
308,Loudoun County Sheriff Office,39.2186552,-77.62482041,0.0,
309,Loudoun County Sheriff Office,39.07019597,-77.64922699,0.0,
310,Loudoun County Sheriff Office,39.03551525,-77.75307925,1.0,
311,Loudoun County Sheriff Office,39.21755955,-77.57768349,0.0,
312,Loudoun County Sheriff Office,39.16595034,-77.52344395,0.0,
313,Loudoun County Sheriff Office,39.10959655,-77.70528452,0.0,
314,Loudoun County Sheriff Office,39.19705116,-77.68083232,0.0,
315,Loudoun County Sheriff Office,39.01972044,-77.67527811,0.0,
316,Loudoun County Sheriff Office,39.08638827,-77.70587719,0.0,
317,Loudoun County Sheriff Office,39.02168875,-77.75686251,0.0,
318,Loudoun County Sheriff Office,39.13642057,-77.53786588,0.0,
319,Loudoun County Sheriff Office,39.08684114,-77.49163209,49.0,
320,Loudoun County Sheriff Office,39.12185113,-77.51135093,2.0,
321,Loudoun County Sheriff Office,39.09366558,-77.50676532,6.0,
322,Loudoun County Sheriff Office,39.0311864,-77.78684179,0.0,
323,Loudoun County Sheriff Office,39.21865164,-77.67471222,0.0,
324,Loudoun County Sheriff Office,39.09493193,-77.79539089,0.0,
325,Loudoun County Sheriff Office,38.98624758,-77.68433942,0.0,
326,Loudoun County Sheriff Office,39.18416506,-77.6601047,0.0,
327,Loudoun County Sheriff Office,39.10509274,-77.61581402,0.0,
328,Loudoun County Sheriff Office,39.16473184,-77.49980494,0.0,
329,Loudoun County Sheriff Office,39.22341424,-77.68243294,0.0,
330,Loudoun County Sheriff Office,39.09214473,-77.65185613,0.0,
331,Loudoun County Sheriff Office,39.18902878,-77.57407227,0.0,
332,Loudoun County Sheriff Office,39.02034522,-77.62660736,1.0,
333,Loudoun County Sheriff Office,39.11380427,-77.60909107,0.0,
334,Loudoun County Sheriff Office,39.12739849,-77.60283032,0.0,
335,Loudoun County Sheriff Office,38.98521941,-77.60713046,0.0,
336,Loudoun County Sheriff Office,39.03391217,-77.60267839,0.0,
337,Loudoun County Sheriff Office,39.02577377,-77.5700696,0.0,
338,Loudoun County Sheriff Office,38.96891673,-77.67084395,0.0,
339,Loudoun County Sheriff Office,39.10366855,-77.68044946,0.0,
340,Loudoun County Sheriff Office,39.09190581,-77.56145071,15.0,
341,Loudoun County Sheriff Office,39.03831196,-77.67008093,0.0,
342,Loudoun County Sheriff Office,39.12860541,-77.68960065,12.0,
343,Loudoun County Sheriff Office,39.15040322,-77.55040658,0.0,
344,Loudoun County Sheriff Office,39.04142384,-77.61624455,0.0,
345,Loudoun County Sheriff Office,39.10232695,-77.68953804,2.0,
346,Loudoun County Sheriff Office,39.02623081,-77.78348635,0.0,
347,Loudoun County Sheriff Office,39.13235613,-77.63342561,1.0,
348,Loudoun County Sheriff Office,38.98017902,-77.70320442,3.0,
349,Loudoun County Sheriff Office,39.1043338,-77.83587132,3.0,
350,Loudoun County Sheriff Office,39.07230822,-77.55892221,2.0,
351,Loudoun County Sheriff Office,39.16148653,-77.77256254,0.0,
352,Loudoun County Sheriff Office,39.20343858,-77.74413233,0.0,
353,Loudoun County Sheriff Office,39.03604532,-77.64879889,0.0,
354,Loudoun County Sheriff Office,39.14084094,-77.51936822,1.0,
355,Loudoun County Sheriff Office,38.95565377,-77.68817959,0.0,
356,Loudoun County Sheriff Office,39.19481411,-77.65192955,0.0,
357,Loudoun County Sheriff Office,39.18650911,-77.73872518,0.0,
358,Loudoun County Sheriff Office,39.13676847,-77.57902652,3.0,
359,Loudoun County Sheriff Office,38.96884881,-77.61559098,12.0,
360,Loudoun County Sheriff Office,38.96154779,-77.63406201,0.0,
361,Loudoun County Sheriff Office,39.03415931,-77.82028595,0.0,
362,Loudoun County Sheriff Office,39.11552696,-77.52529684,28.0,
363,Loudoun County Sheriff Office,39.02832612,-77.50869276,47.0,
364,Loudoun County Sheriff Office,39.13195016,-77.53514076,0.0,
365,Loudoun County Sheriff Office,39.13387014,-77.65543865,33.0,
366,Loudoun County Sheriff Office,39.13076866,-77.66642311,15.0,
367,Loudoun County Sheriff Office,39.13583479,-77.65871604,22.0,
368,Loudoun County Sheriff Office,39.04739599,-77.51385262,33.0,
369,Loudoun County Sheriff Office,39.160405100000006,-77.69973811,0.0,
370,Loudoun County Sheriff Office,39.02015149,-77.6801696,0.0,
371,Loudoun County Sheriff Office,39.18489107,-77.72407109999999,1.0,
372,Loudoun County Sheriff Office,38.95228491,-77.66543837,0.0,
373,Loudoun County Sheriff Office,39.15642233,-77.54338305,0.0,
374,Loudoun County Sheriff Office,39.15572561,-77.74553106,0.0,
375,Loudoun County Sheriff Office,39.04749313,-77.75276752,0.0,
376,Loudoun County Sheriff Office,39.13861212,-77.49551538,0.0,
377,Loudoun County Sheriff Office,38.96112731,-77.6789072,0.0,
378,Loudoun County Sheriff Office,39.22606095,-77.70955677,0.0,
379,Loudoun County Sheriff Office,39.16486143,-77.5717568,0.0,
380,Loudoun County Sheriff Office,39.00534427,-77.66283425,0.0,
381,Loudoun County Sheriff Office,39.1324766,-77.57274677,8.0,
382,Loudoun County Sheriff Office,39.07348037,-77.67780783,0.0,
383,Loudoun County Sheriff Office,39.049884999999996,-77.60504615,0.0,
384,Loudoun County Sheriff Office,39.0391849,-77.54474155,1.0,
385,Loudoun County Sheriff Office,39.02324176,-77.60357556,0.0,
386,Loudoun County Sheriff Office,39.123273700000006,-77.70583858,4.0,
387,Loudoun County Sheriff Office,39.23633203,-77.65111823,0.0,
388,Loudoun County Sheriff Office,39.17817667,-77.66222497,0.0,
389,Loudoun County Sheriff Office,39.06995214,-77.66820833,0.0,
390,Loudoun County Sheriff Office,39.11224808,-77.51696718,7.0,
391,Loudoun County Sheriff Office,39.23001052,-77.60007673,0.0,
392,Loudoun County Sheriff Office,39.00304564,-77.54509142,0.0,
393,Loudoun County Sheriff Office,39.0998787,-77.8402711,0.0,
394,Loudoun County Sheriff Office,39.17627788,-77.55217002,1.0,
395,Loudoun County Sheriff Office,39.163462599999995,-77.67366853,0.0,
396,Loudoun County Sheriff Office,39.05513614,-77.60757218,0.0,
397,Loudoun County Sheriff Office,39.06982692,-77.80738612,0.0,
398,Loudoun County Sheriff Office,39.16353973,-77.77442564,0.0,
399,Loudoun County Sheriff Office,39.10992676,-77.66437813,0.0,
400,Newport News Police Dept,37.13271063,-76.60154016,0.0,0.0
401,Newport News Police Dept,37.16183478,-76.56680577,6.0,24.0
402,Newport News Police Dept,37.14831672,-76.52850407,58.0,24.0
403,Newport News Police Dept,37.15821857,-76.60286014,3.0,0.0
404,Newport News Police Dept,37.11264233,-76.52652669,45.0,27.0
405,Newport News Police Dept,37.18476697,-76.57125541,23.0,26.0
406,Newport News Police Dept,37.17554721,-76.55332091,8.0,25.0
407,Newport News Police Dept,37.10986191,-76.52657771,32.0,24.0
408,Newport News Police Dept,37.18776797,-76.54301631,3.0,0.0
409,Newport News Police Dept,37.12430687,-76.57295171,5.0,0.0
410,Newport News Police Dept,37.14328378,-76.54649858,20.0,26.0
411,Newport News Police Dept,37.16510291,-76.57664402,39.0,24.0
412,Newport News Police Dept,37.16607836,-76.53348656,26.0,20.0
413,Newport News Police Dept,37.17344242,-76.55788481,7.0,28.0
414,Newport News Police Dept,37.14283919,-76.57934701,2.0,0.0
415,Newport News Police Dept,37.11837379,-76.59168089,3.0,0.0
416,Newport News Police Dept,37.14252675,-76.60587865,0.0,0.0
417,Newport News Police Dept,37.11326348,-76.57156983,1.0,0.0
418,Newport News Police Dept,37.18298899,-76.55821278,5.0,21.0
419,Newport News Police Dept,37.15711051,-76.55638986,43.0,26.0
420,Newport News Police Dept,37.13441716,-76.5921057,0.0,0.0
421,Newport News Police Dept,37.12358246,-76.5166339,46.0,33.0
